id,file_name,file_index,img_type,time_utc,minute_offsets,episode_id,event_id,event_type,llcrnrlat,llcrnrlon,urcrnrlat,urcrnrlon,proj,size_x,size_y,height_m,width_m,data_min,data_max,pct_missing,mid_lat,mid_long
S805349,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,382,vil,3/28/19 0:05,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,134395,805349,Flood,35.47707034,-122.0155094,39.61741124,-118.7705093,#NAME?,384,384,384000,384000,0,254,0,37.54724079,-120.3930094
S832621,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,383,vil,6/3/19 20:52,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,138479,832621,Hail,32.58403326,-98.08528984,35.96427801,-93.82091512,#NAME?,384,384,384000,384000,0,254,0,34.27415564,-95.95310248
S824296,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,384,vil,5/7/19 19:40,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137328,824296,Hail,29.03357569,-98.08203446,32.4234658,-93.99717067,#NAME?,384,384,384000,384000,0,254,0,30.72852075,-96.03960257
S807044,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,385,vil,2/27/19 18:10,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,134689,807044,Flood,38.37921523,-125.5554312,42.61191057,-122.449339,#NAME?,384,384,384000,384000,0,129,0,40.4955629,-124.0023851
S808943,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,386,vil,4/7/19 9:03,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,134983,808943,Hail,31.1254975,-95.16801154,34.39678372,-90.86616912,#NAME?,384,384,384000,384000,0,254,0,32.76114061,-93.01709033
S824601,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,387,vil,5/29/19 23:03,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,137367,824601,Flash Flood,32.64527636,-120.8590238,36.75113755,-117.6189108,#NAME?,384,384,384000,384000,0,236,0,34.69820696,-119.2389673
S836773,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,388,vil,6/4/19 21:32,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,139122,836773,Thunderstorm Wind,42.5548614,-101.5389658,46.0587979,-96.78471512,#NAME?,384,384,384000,384000,0,254,0,44.30682965,-99.16184046
S829939,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,389,vil,5/31/19 22:46,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,138118,829939,Thunderstorm Wind,28.55225659,-95.40785837,31.84231521,-91.24783455,#NAME?,384,384,384000,384000,0,254,0,30.1972859,-93.32784646
S806334,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,390,vil,3/24/19 23:20,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,134570,806334,Hail,37.29130538,-110.7387209,41.11497225,-106.8255958,#NAME?,384,384,384000,384000,0,191,0,39.20313882,-108.7821584
S840421,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,391,vil,6/16/19 0:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,138651,840421,Thunderstorm Wind,37.69378248,-88.33789418,40.65131999,-83.31137775,#NAME?,384,384,384000,384000,0,254,0.283132402,39.17255124,-85.82463597
S843152,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,392,vil,6/24/19 19:42,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,140150,843152,Hail,24.43113364,-82.3951207,27.20765205,-78.01688429,#NAME?,384,384,384000,384000,0,254,0.040816327,25.81939285,-80.2060025
S813123,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,393,vil,5/2/19 18:33,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,135544,813123,Tornado,33.31696118,-94.32118724,36.54711424,-89.85912476,#NAME?,384,384,384000,384000,0,235,0.225951041,34.93203771,-92.090156
S827433,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,394,vil,4/30/19 20:52,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,137733,827433,Tornado,37.46163486,-91.85300709,40.5751788,-87.00155472,#NAME?,384,384,384000,384000,0,254,0,39.01840683,-89.42728091
S819316,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,395,vil,6/13/19 18:38,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,136517,819316,Thunderstorm Wind,26.63364308,-82.81995973,29.41129642,-78.33549552,#NAME?,384,384,384000,384000,0,254,0,28.02246975,-80.57772763
S832400,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,396,vil,6/1/19 13:46,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,138310,832400,Hail,34.92760497,-101.9709882,38.44939295,-97.74736931,#NAME?,384,384,384000,384000,0,254,0,36.68849896,-99.85917876
S824111,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,397,vil,5/9/19 21:25,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137295,824111,Hail,27.97898241,-100.3944448,31.45663343,-96.44214179,#NAME?,384,384,384000,384000,0,254,0.224489796,29.71780792,-98.4182933
S841928,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,398,vil,6/16/19 20:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,138066,841928,Thunderstorm Wind,31.25877342,-99.53341862,34.69662778,-95.39730766,#NAME?,384,384,384000,384000,0,254,0,32.9777006,-97.46536314
S824382,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,399,vil,5/19/19 20:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,135653,824382,Thunderstorm Wind,39.04126377,-80.29440203,41.60742458,-74.80422084,#NAME?,384,384,384000,384000,0,254,0,40.32434418,-77.54931144
S828674,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,400,vil,5/23/19 8:37,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,136044,828674,Thunderstorm Wind,39.71537041,-88.3425587,42.66432728,-83.14418762,#NAME?,384,384,384000,384000,0,254,0,41.18984885,-85.74337316
S830928,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,401,vil,5/27/19 9:06,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,136341,830928,Thunderstorm Wind,38.14389156,-98,41.51053488,-93.38768953,#NAME?,384,384,384000,384000,0,254,0,39.82721322,-95.69384477
S828154,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,402,vil,6/19/19 11:27,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,137830,828154,Thunderstorm Wind,30.86183892,-96.43145551,34.18329812,-92.19286928,#NAME?,384,384,384000,384000,0,254,0,32.52256852,-94.3121624
S797383,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,403,vil,1/17/19 17:21,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,133275,797383,Flood,35.03525164,-123.5379516,39.21161015,-120.3848173,#NAME?,384,384,384000,384000,0,195,0,37.1234309,-121.9613845
S826597,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,404,vil,5/27/19 5:47,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,137547,826597,Thunderstorm Wind,36.75359186,-100.3348898,40.21261173,-95.92746298,#NAME?,384,384,384000,384000,0,254,0,38.4831018,-98.13117639
S823876,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,405,vil,6/22/19 20:57,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,137254,823876,Thunderstorm Wind,32.19660788,-84.82331094,35.02494093,-80.06364907,#NAME?,384,384,384000,384000,0,254,0.183673469,33.61077441,-82.44348001
S816681,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,406,vil,5/28/19 10:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,136099,816681,Hail,39.54687178,-98.04664689,42.91368601,-93.3351825,#NAME?,384,384,384000,384000,0,254,0,41.2302789,-95.6909147
S816703,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,407,vil,4/30/19 19:21,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,136054,816703,Hail,35.31171045,-96.63372483,38.62911379,-92.14650508,#NAME?,384,384,384000,384000,0,254,0,36.97041212,-94.39011496
S824436,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,408,vil,5/24/19 0:52,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,135790,824436,Hail,39.38571203,-80.77876476,41.97367479,-75.27585855,#NAME?,384,384,384000,384000,0,254,0,40.67969341,-78.02731166
S841994,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,409,vil,6/22/19 23:20,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,139569,841994,Thunderstorm Wind,31.79932111,-86.65754926,34.71206017,-81.99209726,#NAME?,384,384,384000,384000,0,254,0.583552977,33.25569064,-84.32482326
S826218,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,410,vil,5/26/19 0:25,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137536,826218,Thunderstorm Wind,36.83653725,-80.99156313,39.45322133,-75.72951349,#NAME?,384,384,384000,384000,0,254,0,38.14487929,-78.36053831
S797541,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,411,vil,1/21/19 2:05,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,133297,797541,Hail,35.55894229,-123.4124992,39.73355066,-120.2416907,#NAME?,384,384,384000,384000,0,223,0,37.64624648,-121.827095
S821578,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,412,vil,4/14/19 1:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,135634,821578,Flash Flood,30.66653154,-92.15198674,33.81854738,-87.760543,#NAME?,384,384,384000,384000,0,254,0.020842883,32.24253946,-89.95626487
S809768,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,413,vil,2/23/19 22:57,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,135084,809768,Thunderstorm Wind,32.64931341,-90.32795176,35.71655503,-85.74744885,#NAME?,384,384,384000,384000,0,254,0.205431465,34.18293422,-88.03770031
S808430,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,414,vil,2/3/19 1:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,134879,808430,Flood,35.78714826,-122.0217114,39.92838643,-118.7696416,#NAME?,384,384,384000,384000,0,254,0,37.85776735,-120.3956765
S812008,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,415,vil,5/9/19 5:10,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,135410,812008,Hail,32.65877184,-103.2963305,36.23056824,-99.24858169,#NAME?,384,384,384000,384000,0,254,0.444072836,34.44467004,-101.2724561
S810903,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,416,vil,2/7/19 17:39,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,134552,810903,Flash Flood,37.32462142,-89.38796364,40.33079344,-84.43717923,#NAME?,384,384,384000,384000,0,239,0,38.82770743,-86.91257144
S835896,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,417,vil,6/2/19 23:50,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,138972,835896,Funnel Cloud,36.94228533,-105.052976,40.57425909,-100.8652109,#NAME?,384,384,384000,384000,0,254,0,38.75827221,-102.9590935
S825757,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,418,vil,6/25/19 22:16,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,137487,825757,Hail,41.72994489,-107.0541917,45.43722507,-102.6840113,#NAME?,384,384,384000,384000,0,254,0,43.58358498,-104.8691015
S813800,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,419,vil,4/13/19 19:40,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,135316,813800,Thunderstorm Wind,29.94406326,-96.55050568,33.27307502,-92.36374398,#NAME?,384,384,384000,384000,0,254,0.063362796,31.60856914,-94.45712483
S827988,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,420,vil,5/25/19 0:44,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,137033,827988,Thunderstorm Wind,33.30907616,-100.6669887,36.78491798,-96.47284027,#NAME?,384,384,384000,384000,0,254,0,35.04699707,-98.56991449
S817839,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,421,vil,4/4/19 5:53,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,136278,817839,Hail,33.54084206,-99.87617515,36.98687204,-95.63539254,#NAME?,384,384,384000,384000,0,254,0,35.26385705,-97.75578385
S812025,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,422,vil,4/14/19 22:14,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,134815,812025,Thunderstorm Wind,38.36726795,-85.51322535,41.19133385,-80.30652531,#NAME?,384,384,384000,384000,0,254,0.120609344,39.7793009,-82.90987533
S814320,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,423,vil,5/18/19 23:20,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,135728,814320,Hail,34.63851266,-85.47128505,37.48148654,-80.56294241,#NAME?,384,384,384000,384000,0,254,0,36.0599996,-83.01711373
S840216,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,424,vil,6/4/19 9:02,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,139696,840216,Thunderstorm Wind,35.92044851,-99.59897063,39.35236361,-95.20833426,#NAME?,384,384,384000,384000,0,254,0,37.63640606,-97.40365245
S841270,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,425,vil,6/28/19 1:05,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,139033,841270,Lightning,34.4159756,-88.84911844,37.41128887,-84.09180409,#NAME?,384,384,384000,384000,0,254,0.241993738,35.91363224,-86.47046127
S811079,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,426,vil,4/8/19 23:42,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,135289,811079,Hail,31.72545028,-91.72277865,34.85523639,-87.25334317,#NAME?,384,384,384000,384000,0,254,0,33.29034334,-89.48806091
S833991,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,427,vil,6/30/19 23:36,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,138698,833991,Thunderstorm Wind,40.09005966,-92.98956227,43.24492646,-87.98116146,#NAME?,384,384,384000,384000,0,254,0.588626507,41.66749306,-90.48536187
S839081,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,428,vil,6/19/19 7:15,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,138442,839081,Thunderstorm Wind,33.11895264,-99.09428407,36.53635694,-94.84303585,#NAME?,384,384,384000,384000,0,254,0.075613286,34.82765479,-96.96865996
S828034,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,429,vil,5/21/19 23:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137746,828034,Thunderstorm Wind,36.89371239,-93.18436053,40.06578895,-88.43528131,#NAME?,384,384,384000,384000,0,254,0,38.47975067,-90.80982092
S825807,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,430,vil,5/27/19 18:50,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,136549,825807,Hail,40.10873076,-90.86541465,43.17025346,-85.75178931,#NAME?,384,384,384000,384000,0,254,0,41.63949211,-88.30860198
S815482,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,431,vil,5/26/19 21:20,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,135881,815482,Funnel Cloud,33.95759228,-121.0510406,38.07053471,-117.790993,#NAME?,384,384,384000,384000,0,222,0,36.0140635,-119.4210168
S823252,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,432,vil,5/6/19 5:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137020,823252,Hail,34.23437764,-99.1524734,37.65187462,-94.84140311,#NAME?,384,384,384000,384000,0,254,0.429206692,35.94312613,-96.99693826
S835368,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,433,vil,6/30/19 21:17,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,138882,835368,Thunderstorm Wind,41.31771986,-94.64761154,44.54116186,-89.61822849,#NAME?,384,384,384000,384000,0,254,0.285714286,42.92944086,-92.13292002
S818008,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,434,vil,6/10/19 5:10,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,136302,818008,Thunderstorm Wind,46.2272216,-107.3602335,49.95560359,-102.6742826,#NAME?,384,384,384000,384000,0,192,0.199352723,48.0914126,-105.0172581
S797121,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,435,vil,2/13/19 3:45,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,133241,797121,Heavy Rain,35.79603268,-85.64512646,38.64036825,-80.65572203,#NAME?,384,384,384000,384000,0,154,0,37.21820047,-83.15042425
